suite	lemma	expected_status	run1_status	run1_exit	run1_loop	run2_status	run2_exit	run2_loop	selected_run	selected_raw_output	selection_reason
fixed-impact	state_consumed_on_duplicate_fail	verified	verified	0	false	verified	0	false	run2	proofs/fixed-impact/state_consumed_on_duplicate_fail.out	run2 terminal and matches frozen expected vector
fixed-impact	unique_install_within_completed_consumer	verified	verified	0	false	verified	0	false	run2	proofs/fixed-impact/unique_install_within_completed_consumer.out	run2 terminal and matches frozen expected vector
fixed-replay	batch_complete_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/batch_complete_consumes_state.out	run2 terminal and matches frozen expected vector
fixed-replay	batch_end_token_single_use	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/batch_end_token_single_use.out	run2 terminal and matches frozen expected vector
fixed-replay	batch_fail_complete_exclusive	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/batch_fail_complete_exclusive.out	run2 terminal and matches frozen expected vector
fixed-replay	batch_fail_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/batch_fail_consumes_state.out	run2 terminal and matches frozen expected vector
fixed-replay	complete_requires_all_slots_processed	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/complete_requires_all_slots_processed.out	run2 terminal and matches frozen expected vector
fixed-replay	dedup_decision_single_use	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/dedup_decision_single_use.out	run2 terminal and matches frozen expected vector
fixed-replay	dedup_outcomes_exclusive	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/dedup_outcomes_exclusive.out	run2 terminal and matches frozen expected vector
fixed-replay	dedup_pass_messages_distinct	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/dedup_pass_messages_distinct.out	run2 terminal and matches frozen expected vector
fixed-replay	duplicate_batch_fail_exists	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/duplicate_batch_fail_exists.out	run2 terminal and matches frozen expected vector
fixed-replay	duplicate_batch_has_no_accept	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/duplicate_batch_has_no_accept.out	run2 terminal and matches frozen expected vector
fixed-replay	duplicate_detected_before_any_accept	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/duplicate_detected_before_any_accept.out	run2 terminal and matches frozen expected vector
fixed-replay	full_message_unique_send	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/full_message_unique_send.out	run2 terminal and matches frozen expected vector
fixed-replay	injective_receiver_accept	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/injective_receiver_accept.out	run2 terminal and matches frozen expected vector
fixed-replay	no_accept_after_close	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/no_accept_after_close.out	run2 terminal and matches frozen expected vector
fixed-replay	no_add_after_seal	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/no_add_after_seal.out	run2 terminal and matches frozen expected vector
fixed-replay	normal_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/normal_batch_complete.out	run2 terminal and matches frozen expected vector
fixed-replay	normal_distinct_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/normal_distinct_batch_complete.out	run2 terminal and matches frozen expected vector
fixed-replay	normal_distinct_fail_slot1_exists	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/normal_distinct_fail_slot1_exists.out	run2 terminal and matches frozen expected vector
fixed-replay	normal_distinct_fail_slot2_exists	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/normal_distinct_fail_slot2_exists.out	run2 terminal and matches frozen expected vector
fixed-replay	normal_single_accept	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/normal_single_accept.out	run2 terminal and matches frozen expected vector
fixed-replay	one_send_two_accepts_exists	falsified	falsified	0	false	falsified	0	false	run2	proofs/fixed-replay/one_send_two_accepts_exists.out	run2 terminal and matches frozen expected vector
fixed-replay	process_requires_dedup_pass	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/process_requires_dedup_pass.out	run2 terminal and matches frozen expected vector
fixed-replay	process_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/process_requires_seal.out	run2 terminal and matches frozen expected vector
fixed-replay	process_requires_slot_added	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/process_requires_slot_added.out	run2 terminal and matches frozen expected vector
fixed-replay	receiver_accept_has_sender	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/receiver_accept_has_sender.out	run2 terminal and matches frozen expected vector
fixed-replay	receiver_state_single_batch	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/receiver_state_single_batch.out	run2 terminal and matches frozen expected vector
fixed-replay	receiver_state_single_batch_end	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/receiver_state_single_batch_end.out	run2 terminal and matches frozen expected vector
fixed-replay	same_message_accepted_at_most_once	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/same_message_accepted_at_most_once.out	run2 terminal and matches frozen expected vector
fixed-replay	slot_indices_distinct	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/slot_indices_distinct.out	run2 terminal and matches frozen expected vector
fixed-replay	state_consumed_on_duplicate_fail	verified	verified	0	false	verified	0	false	run2	proofs/fixed-replay/state_consumed_on_duplicate_fail.out	run2 terminal and matches frozen expected vector
hmac-replay	batch_complete_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/batch_complete_consumes_state.out	run2 terminal and matches frozen expected vector
hmac-replay	batch_end_token_single_use	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/batch_end_token_single_use.out	run2 terminal and matches frozen expected vector
hmac-replay	batch_fail_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/batch_fail_consumes_state.out	run2 terminal and matches frozen expected vector
hmac-replay	complete_requires_all_slots_processed	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/complete_requires_all_slots_processed.out	run2 terminal and matches frozen expected vector
hmac-replay	confirmed_message_accepted_at_most_once	falsified	falsified	0	false	falsified	0	false	run2	proofs/hmac-replay/confirmed_message_accepted_at_most_once.out	run2 terminal and matches frozen expected vector
hmac-replay	confirmed_message_unique_send	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/confirmed_message_unique_send.out	run2 terminal and matches frozen expected vector
hmac-replay	confirmed_receiver_accept_has_sender	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/confirmed_receiver_accept_has_sender.out	run2 terminal and matches frozen expected vector
hmac-replay	injective_confirmed_receiver_accept	falsified	falsified	0	false	falsified	0	false	run2	proofs/hmac-replay/injective_confirmed_receiver_accept.out	run2 terminal and matches frozen expected vector
hmac-replay	no_accept_after_close	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/no_accept_after_close.out	run2 terminal and matches frozen expected vector
hmac-replay	no_add_after_seal	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/no_add_after_seal.out	run2 terminal and matches frozen expected vector
hmac-replay	normal_confirmed_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/normal_confirmed_batch_complete.out	run2 terminal and matches frozen expected vector
hmac-replay	normal_confirmed_single_accept	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/normal_confirmed_single_accept.out	run2 terminal and matches frozen expected vector
hmac-replay	one_confirmed_send_two_accepts_exists	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/one_confirmed_send_two_accepts_exists.out	run2 terminal and matches frozen expected vector
hmac-replay	process_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/process_requires_seal.out	run2 terminal and matches frozen expected vector
hmac-replay	process_requires_slot_added	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/process_requires_slot_added.out	run2 terminal and matches frozen expected vector
hmac-replay	receiver_state_single_batch	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/receiver_state_single_batch.out	run2 terminal and matches frozen expected vector
hmac-replay	receiver_state_single_batch_end	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/receiver_state_single_batch_end.out	run2 terminal and matches frozen expected vector
hmac-replay	slot_indices_distinct	verified	verified	0	false	verified	0	false	run2	proofs/hmac-replay/slot_indices_distinct.out	run2 terminal and matches frozen expected vector
original-impact	accept_id_unique	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/accept_id_unique.out	run2 terminal and matches frozen expected vector
original-impact	accept_output_has_same_time_accept	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/accept_output_has_same_time_accept.out	run2 terminal and matches frozen expected vector
original-impact	accept_output_installed_at_most_once	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/accept_output_installed_at_most_once.out	run2 terminal and matches frozen expected vector
original-impact	batch_complete_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/batch_complete_consumes_state.out	run2 terminal and matches frozen expected vector
original-impact	batch_end_token_single_use	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/batch_end_token_single_use.out	run2 terminal and matches frozen expected vector
original-impact	batch_fail_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/batch_fail_consumes_state.out	run2 terminal and matches frozen expected vector
original-impact	complete_requires_all_slots_processed	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/complete_requires_all_slots_processed.out	run2 terminal and matches frozen expected vector
original-impact	consumer_complete_requires_all_outputs_installed	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/consumer_complete_requires_all_outputs_installed.out	run2 terminal and matches frozen expected vector
original-impact	consumer_complete_single_use	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/consumer_complete_single_use.out	run2 terminal and matches frozen expected vector
original-impact	distinct_accept_sources_have_distinct_handles	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/distinct_accept_sources_have_distinct_handles.out	run2 terminal and matches frozen expected vector
original-impact	full_message_unique_send	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/full_message_unique_send.out	run2 terminal and matches frozen expected vector
original-impact	injective_receiver_accept	falsified	falsified	0	false	falsified	0	false	run2	proofs/original-impact/injective_receiver_accept.out	run2 terminal and matches frozen expected vector
original-impact	install_event_has_single_source	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/install_event_has_single_source.out	run2 terminal and matches frozen expected vector
original-impact	install_from_accept_has_session	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/install_from_accept_has_session.out	run2 terminal and matches frozen expected vector
original-impact	install_handle_unique	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/install_handle_unique.out	run2 terminal and matches frozen expected vector
original-impact	install_has_prior_accept	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/install_has_prior_accept.out	run2 terminal and matches frozen expected vector
original-impact	install_requires_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/install_requires_batch_complete.out	run2 terminal and matches frozen expected vector
original-impact	install_session_has_interface_origin	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/install_session_has_interface_origin.out	run2 terminal and matches frozen expected vector
original-impact	no_accept_after_close	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/no_accept_after_close.out	run2 terminal and matches frozen expected vector
original-impact	no_add_after_seal	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/no_add_after_seal.out	run2 terminal and matches frozen expected vector
original-impact	no_install_after_consumer_close	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/no_install_after_consumer_close.out	run2 terminal and matches frozen expected vector
original-impact	normal_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/normal_batch_complete.out	run2 terminal and matches frozen expected vector
original-impact	normal_consumer_complete	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/normal_consumer_complete.out	run2 terminal and matches frozen expected vector
original-impact	normal_one_accept_one_install	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/normal_one_accept_one_install.out	run2 terminal and matches frozen expected vector
original-impact	normal_single_accept	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/normal_single_accept.out	run2 terminal and matches frozen expected vector
original-impact	one_send_two_accepts_exists	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/one_send_two_accepts_exists.out	run2 terminal and matches frozen expected vector
original-impact	one_send_two_accepts_two_installs_exists	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/one_send_two_accepts_two_installs_exists.out	run2 terminal and matches frozen expected vector
original-impact	process_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/process_requires_seal.out	run2 terminal and matches frozen expected vector
original-impact	process_requires_slot_added	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/process_requires_slot_added.out	run2 terminal and matches frozen expected vector
original-impact	receiver_accept_has_output	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/receiver_accept_has_output.out	run2 terminal and matches frozen expected vector
original-impact	receiver_accept_has_sender	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/receiver_accept_has_sender.out	run2 terminal and matches frozen expected vector
original-impact	receiver_accept_has_unique_output	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/receiver_accept_has_unique_output.out	run2 terminal and matches frozen expected vector
original-impact	receiver_state_single_batch	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/receiver_state_single_batch.out	run2 terminal and matches frozen expected vector
original-impact	receiver_state_single_batch_end	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/receiver_state_single_batch_end.out	run2 terminal and matches frozen expected vector
original-impact	same_message_accepted_at_most_once	falsified	falsified	0	false	falsified	0	false	run2	proofs/original-impact/same_message_accepted_at_most_once.out	run2 terminal and matches frozen expected vector
original-impact	slot_indices_distinct	verified	verified	0	false	verified	0	false	run2	proofs/original-impact/slot_indices_distinct.out	run2 terminal and matches frozen expected vector
original-impact	unique_install_within_completed_consumer	falsified	falsified	0	false	falsified	0	false	run2	proofs/original-impact/unique_install_within_completed_consumer.out	run2 terminal and matches frozen expected vector
original-replay	batch_complete_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/batch_complete_consumes_state.out	run2 terminal and matches frozen expected vector
original-replay	batch_end_token_single_use	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/batch_end_token_single_use.out	run2 terminal and matches frozen expected vector
original-replay	batch_fail_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/batch_fail_consumes_state.out	run2 terminal and matches frozen expected vector
original-replay	complete_requires_all_slots_processed	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/complete_requires_all_slots_processed.out	run2 terminal and matches frozen expected vector
original-replay	full_message_unique_send	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/full_message_unique_send.out	run2 terminal and matches frozen expected vector
original-replay	injective_receiver_accept	falsified	falsified	0	false	falsified	0	false	run2	proofs/original-replay/injective_receiver_accept.out	run2 terminal and matches frozen expected vector
original-replay	no_accept_after_close	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/no_accept_after_close.out	run2 terminal and matches frozen expected vector
original-replay	no_add_after_seal	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/no_add_after_seal.out	run2 terminal and matches frozen expected vector
original-replay	normal_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/normal_batch_complete.out	run2 terminal and matches frozen expected vector
original-replay	normal_single_accept	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/normal_single_accept.out	run2 terminal and matches frozen expected vector
original-replay	one_send_two_accepts_exists	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/one_send_two_accepts_exists.out	run2 terminal and matches frozen expected vector
original-replay	process_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/process_requires_seal.out	run2 terminal and matches frozen expected vector
original-replay	process_requires_slot_added	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/process_requires_slot_added.out	run2 terminal and matches frozen expected vector
original-replay	receiver_accept_has_sender	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/receiver_accept_has_sender.out	run2 terminal and matches frozen expected vector
original-replay	receiver_state_single_batch	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/receiver_state_single_batch.out	run2 terminal and matches frozen expected vector
original-replay	receiver_state_single_batch_end	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/receiver_state_single_batch_end.out	run2 terminal and matches frozen expected vector
original-replay	same_message_accepted_at_most_once	falsified	falsified	0	false	falsified	0	false	run2	proofs/original-replay/same_message_accepted_at_most_once.out	run2 terminal and matches frozen expected vector
original-replay	slot_indices_distinct	verified	verified	0	false	verified	0	false	run2	proofs/original-replay/slot_indices_distinct.out	run2 terminal and matches frozen expected vector
v6	batch_complete_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/v6/batch_complete_consumes_state.out	run2 terminal and matches frozen expected vector
v6	batch_end_token_single_use	verified	verified	0	false	verified	0	false	run2	proofs/v6/batch_end_token_single_use.out	run2 terminal and matches frozen expected vector
v6	batch_fail_complete_exclusive	verified	verified	0	false	verified	0	false	run2	proofs/v6/batch_fail_complete_exclusive.out	run2 terminal and matches frozen expected vector
v6	batch_fail_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/v6/batch_fail_consumes_state.out	run2 terminal and matches frozen expected vector
v6	complete_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/v6/complete_requires_seal.out	run2 terminal and matches frozen expected vector
v6	executable_add_slot	verified	verified	0	false	verified	0	false	run2	proofs/v6/executable_add_slot.out	run2 terminal and matches frozen expected vector
v6	executable_batch_complete	verified	verified	0	false	verified	0	false	run2	proofs/v6/executable_batch_complete.out	run2 terminal and matches frozen expected vector
v6	executable_batch_fail	verified	verified	0	false	verified	0	false	run2	proofs/v6/executable_batch_fail.out	run2 terminal and matches frozen expected vector
v6	executable_process_slot	verified	verified	0	false	verified	0	false	run2	proofs/v6/executable_process_slot.out	run2 terminal and matches frozen expected vector
v6	executable_seal_batch	verified	verified	0	false	missing	1	true	run1	proofs/v6/executable_seal_batch.out	run2 missing/nonterminal/loop; run1 terminal matches frozen expected vector
v6	fail_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/v6/fail_requires_seal.out	run2 terminal and matches frozen expected vector
v6	partnered_slot_key_not_attacker_known_without_early_compromise	verified	verified	0	false	verified	0	false	run2	proofs/v6/partnered_slot_key_not_attacker_known_without_early_compromise.out	run2 terminal and matches frozen expected vector
v6	process_requires_seal	verified	verified	0	false	verified	0	false	run2	proofs/v6/process_requires_seal.out	run2 terminal and matches frozen expected vector
v6	process_requires_slot_added	verified	verified	0	false	verified	0	false	run2	proofs/v6/process_requires_slot_added.out	run2 terminal and matches frozen expected vector
v6	slot_key_known_requires_exception	verified	verified	0	false	verified	0	false	run2	proofs/v6/slot_key_known_requires_exception.out	run2 terminal and matches frozen expected vector
v6	slot_origin_without_early_compromise	verified	verified	0	false	verified	0	false	run2	proofs/v6/slot_origin_without_early_compromise.out	run2 terminal and matches frozen expected vector
v7	batch_complete_consumes_state	verified	verified	0	false	verified	0	false	run2	proofs/v7/batch_complete_consumes_state.out	run2 terminal and matches frozen expected vector
v7	batch_end_token_single_use	verified	verified	0	false	verified	0	false	run2	proofs/v7/batch_end_token_single_use.out	run2 terminal and matches frozen expected vector
v7	batch_fail_complete_exclusive	verified	verified	0	false	verified	0	false	run2	proofs/v7/batch_fail_complete_exclusive.out	run2 terminal and matches frozen expected vector
