schema_version	property_id	claim_id	milestone	tool	suite	target_id	model_path	query_or_lemma	formula_sha256	property_kind	expected_status	expected_evidence_class	execution_scope	conditional_interface	required	timeout_seconds	memory_policy	expectation_source_path	expectation_source_commit	expectation_source_blob	regression_matrix_path	regression_matrix_commit	regression_matrix_blob	notes
1	tam-combined-replay-complete_requires_all_slots_processed	P3	M4	tamarin-prover	combined-replay	complete_requires_all_slots_processed	tamarin/replay/kwaay_replay_hmac_dedup.spthy	complete_requires_all_slots_processed	a4eb22249ba5ad68b4879defacff008f69f148c513b4de7374ec6c5e0ace59d6	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-no_add_after_seal	P3	M4	tamarin-prover	combined-replay	no_add_after_seal	tamarin/replay/kwaay_replay_hmac_dedup.spthy	no_add_after_seal	04d69f4613c594147857e4006b1f9f77d3916f6725924f3ed74a42067daa448d	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-no_accept_after_close	P3	M4	tamarin-prover	combined-replay	no_accept_after_close	tamarin/replay/kwaay_replay_hmac_dedup.spthy	no_accept_after_close	610eb21aca1e2b95dca4cfd4c4fc40f05d5f928e2be89384fe7beab731a74737	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-batch_complete_consumes_state	P3	M4	tamarin-prover	combined-replay	batch_complete_consumes_state	tamarin/replay/kwaay_replay_hmac_dedup.spthy	batch_complete_consumes_state	ebdee3b44e3be089ed16a88d24ec0dc8f359eade0d8593da63a4ae22b3ad965a	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-batch_fail_consumes_state	P3	M4	tamarin-prover	combined-replay	batch_fail_consumes_state	tamarin/replay/kwaay_replay_hmac_dedup.spthy	batch_fail_consumes_state	8b6a70b6f809f50f347ccf7bca53d26223e5865b44453716060ef2455c372e5e	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-batch_end_token_single_use	P3	M4	tamarin-prover	combined-replay	batch_end_token_single_use	tamarin/replay/kwaay_replay_hmac_dedup.spthy	batch_end_token_single_use	23a1c2e656716ffcd2452ad001cbe7a427ca49a95958b391f2e30da6780f8f36	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-receiver_state_single_batch	P3	M4	tamarin-prover	combined-replay	receiver_state_single_batch	tamarin/replay/kwaay_replay_hmac_dedup.spthy	receiver_state_single_batch	49285db8f472b52c1794584742fc65e5fde58d245a6377bd4d915dbb1a44035f	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-receiver_state_single_batch_end	P3	M4	tamarin-prover	combined-replay	receiver_state_single_batch_end	tamarin/replay/kwaay_replay_hmac_dedup.spthy	receiver_state_single_batch_end	2df7e8efb05f0de9a1dee2b47d6abb6fb55deac0aa213608f7a984cfc50b1fec	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-duplicate_batch_fail_exists	P3	M4	tamarin-prover	combined-replay	duplicate_batch_fail_exists	tamarin/replay/kwaay_replay_hmac_dedup.spthy	duplicate_batch_fail_exists	452ca138bf7161bfe2e1784139d156a58d2d2e75bf940f1e4189f956db64dc19	non_vacuity	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-duplicate_detected_before_any_accept	P3	M4	tamarin-prover	combined-replay	duplicate_detected_before_any_accept	tamarin/replay/kwaay_replay_hmac_dedup.spthy	duplicate_detected_before_any_accept	d4fb72cea64f9aca8e9ae8773cd7c919d5594ea041610285f7ea6aa064868ff7	direct_theorem	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-duplicate_batch_has_no_accept	P3	M4	tamarin-prover	combined-replay	duplicate_batch_has_no_accept	tamarin/replay/kwaay_replay_hmac_dedup.spthy	duplicate_batch_has_no_accept	49ba26a0659328ae214852bbed65978d6ad73175610ce158b335d788c154d515	direct_theorem	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-process_requires_dedup_pass	P3	M4	tamarin-prover	combined-replay	process_requires_dedup_pass	tamarin/replay/kwaay_replay_hmac_dedup.spthy	process_requires_dedup_pass	32f4b243e7a4c2471cf5e8da28b206e98fefb358cb13a6f71a28bf5fe0e61cd7	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-dedup_pass_messages_distinct	P3	M4	tamarin-prover	combined-replay	dedup_pass_messages_distinct	tamarin/replay/kwaay_replay_hmac_dedup.spthy	dedup_pass_messages_distinct	b668eb76c4fc9d03a232a74880bf18b8b51f312bfa0fe4b3796ec7ea103ae73c	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-dedup_decision_single_use	P3	M4	tamarin-prover	combined-replay	dedup_decision_single_use	tamarin/replay/kwaay_replay_hmac_dedup.spthy	dedup_decision_single_use	69e7d9690027e00d75e72abad8cbb5882952b3c42cd43a2a5af03195886767b9	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-dedup_outcomes_exclusive	P3	M4	tamarin-prover	combined-replay	dedup_outcomes_exclusive	tamarin/replay/kwaay_replay_hmac_dedup.spthy	dedup_outcomes_exclusive	3d8c80f461654a0fa2611ecedc579e98c726d2e2b851455d63e22719427c2112	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-normal_distinct_batch_complete	P3	M4	tamarin-prover	combined-replay	normal_distinct_batch_complete	tamarin/replay/kwaay_replay_hmac_dedup.spthy	normal_distinct_batch_complete	df4a250edbe6345102f77101c6b1abbae875d5ab4e1c087384e517bb4cb5d59f	non_vacuity	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-normal_distinct_fail_slot1_exists	P3	M4	tamarin-prover	combined-replay	normal_distinct_fail_slot1_exists	tamarin/replay/kwaay_replay_hmac_dedup.spthy	normal_distinct_fail_slot1_exists	ff4f84ee8a2c8d5f62ab07f0752341ac9ce1fe5cf29a565312a98ad258cfdffa	non_vacuity	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-normal_distinct_fail_slot2_exists	P3	M4	tamarin-prover	combined-replay	normal_distinct_fail_slot2_exists	tamarin/replay/kwaay_replay_hmac_dedup.spthy	normal_distinct_fail_slot2_exists	ddd67c6b91578b9bcca8ead17e963c41bc916e6738fb7e21273c627205a5fbd4	non_vacuity	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-batch_fail_complete_exclusive	P3	M4	tamarin-prover	combined-replay	batch_fail_complete_exclusive	tamarin/replay/kwaay_replay_hmac_dedup.spthy	batch_fail_complete_exclusive	ff7119e6bf5656c734553c956ddd0bb2701426c15c938fe20adfa9809aea44aa	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-state_consumed_on_duplicate_fail	P3	M4	tamarin-prover	combined-replay	state_consumed_on_duplicate_fail	tamarin/replay/kwaay_replay_hmac_dedup.spthy	state_consumed_on_duplicate_fail	f2a37cf598f5f970554c8a75e2429c2e7f5ba84840eed8c8de4888b652fb9505	regression	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-confirmed_base_message_accepted_at_most_once	P3	M4	tamarin-prover	combined-replay	confirmed_base_message_accepted_at_most_once	tamarin/replay/kwaay_replay_hmac_dedup.spthy	confirmed_base_message_accepted_at_most_once	8a06456e00668bababcb9eaba218b8eccd72b55e7d6c015214e030535e5a1847	direct_theorem	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-duplicate_same_base_different_tag_fail_exists	P3	M4	tamarin-prover	combined-replay	duplicate_same_base_different_tag_fail_exists	tamarin/replay/kwaay_replay_hmac_dedup.spthy	duplicate_same_base_different_tag_fail_exists	ee3ced511c99003fab42b47c859f3b2309657190716d4d6e96f7f72dc004842d	non_vacuity	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
1	tam-combined-replay-confirmed_accept_requires_valid_tag	P3	M4	tamarin-prover	combined-replay	confirmed_accept_requires_valid_tag	tamarin/replay/kwaay_replay_hmac_dedup.spthy	confirmed_accept_requires_valid_tag	f8b931c18dddd06c2e24f623e4412f41ae79eef63abb207f8ca4ab9734a1d9c3	structural_result	verified	m4-transparent-composite	direct	none	true	300	Run1 systemd MemoryMax=16384MB; Run2 MemoryMax=49152MB; MemorySwapMax=0	tamarin/milestones/run-m4-hmac-dedup.sh	96010c72e71defc775c7c2ee99c937ff700a3227	48fbaa50750b763152dbc117eb1035f8ce807291	logs/tamarin-m4-hmac-dedup/source-run1/canonical-target-matrix.tsv	211ffd0a8ed8a7051d12dcc165566a66e64ab970	c42dd7f7c1094c58b0597c7350f2d733224773c2	historical milestone authority plus independent M4 296-row regression binding
